#Refer to ReadMe/ReadMe_Get_ENCODE_MetaData_files.txt for details of this metadata file
File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF040ZVN	bed narrowPeak	peaks	ENCSR835BNW	DNase-seq	CL:0002620	skin fibroblast	primary cell	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF759MKJ	1427473	ENCODE Processing Pipeline	771849615a407d53d3d68a3ce3eacb57	https://www.encodeproject.org/files/ENCFF040ZVN/@@download/ENCFF040ZVN.bed.gz	hg19			released				
ENCFF509FBR	bed narrowPeak	peaks	ENCSR645GJD	DNase-seq	UBERON:0002113	kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF552RLY	883588	ENCODE Processing Pipeline	af2ad114fd72781cb1443aab4aee8fb3	https://www.encodeproject.org/files/ENCFF509FBR/@@download/ENCFF509FBR.bed.gz	hg19			released				
ENCFF195YWM	bed narrowPeak	peaks	ENCSR645GJD	DNase-seq	UBERON:0002113	kidney	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF116FRK, ENCFF992CZQ	886184	ENCODE Processing Pipeline	51878c59167fe72848c1177328957324	https://www.encodeproject.org/files/ENCFF195YWM/@@download/ENCFF195YWM.bed.gz	GRCh38			released				
ENCFF256KNP	bed narrowPeak	peaks	ENCSR278FVO	DNase-seq	CL:0000047	neuronal stem cell	stem cell	embryonic	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF490LFY, ENCFF992CZQ	504736	ENCODE Processing Pipeline	e736c3ee5d498943732b2b13313f344a	https://www.encodeproject.org/files/ENCFF256KNP/@@download/ENCFF256KNP.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF461PZF	bed narrowPeak	peaks	ENCSR278FVO	DNase-seq	CL:0000047	neuronal stem cell	stem cell	embryonic	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF576DZG	500147	ENCODE Processing Pipeline	c3017d56dc6d141d0f329ffb053dcd47	https://www.encodeproject.org/files/ENCFF461PZF/@@download/ENCFF461PZF.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF902ZPM	bed narrowPeak	peaks	ENCSR278FVO	DNase-seq	CL:0000047	neuronal stem cell	stem cell	embryonic	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					2							ENCFF163ZHO, ENCFF487CKF	806861	ENCODE Processing Pipeline	1adb4ecd023c8f3f599c214ba2bd8338	https://www.encodeproject.org/files/ENCFF902ZPM/@@download/ENCFF902ZPM.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF271KSL	bed narrowPeak	peaks	ENCSR278FVO	DNase-seq	CL:0000047	neuronal stem cell	stem cell	embryonic	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					2							ENCFF238IYX, ENCFF992CZQ	811859	ENCODE Processing Pipeline	f5850cdd7255becf4355bff75b86fb72	https://www.encodeproject.org/files/ENCFF271KSL/@@download/ENCFF271KSL.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF553KUB	bed narrowPeak	peaks	ENCSR941SMM	DNase-seq	UBERON:0000945	stomach	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF429HHU, ENCFF992CZQ	604506	ENCODE Processing Pipeline	a73126d8c5bd9fbd31bebb17076668dd	https://www.encodeproject.org/files/ENCFF553KUB/@@download/ENCFF553KUB.bed.gz	GRCh38			released				
ENCFF971SYQ	bed narrowPeak	peaks	ENCSR941SMM	DNase-seq	UBERON:0000945	stomach	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF101STQ, ENCFF163ZHO	601511	ENCODE Processing Pipeline	92333188e3fd18feaf19c2d53962f5aa	https://www.encodeproject.org/files/ENCFF971SYQ/@@download/ENCFF971SYQ.bed.gz	hg19			released				
ENCFF187NZJ	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF400DTN, ENCFF992CZQ	849658	ENCODE Processing Pipeline	a3c9bf552affa97b1185c591b09403c7	https://www.encodeproject.org/files/ENCFF187NZJ/@@download/ENCFF187NZJ.bed.gz	GRCh38			released				
ENCFF682OQR	bed narrowPeak	peaks	ENCSR282QFE	DNase-seq	UBERON:0000945	stomach	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF978YBT	844719	ENCODE Processing Pipeline	5c9346f8300ecd4b9db22a9029c3fd72	https://www.encodeproject.org/files/ENCFF682OQR/@@download/ENCFF682OQR.bed.gz	hg19			released				
ENCFF837AYQ	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF163ZHO, ENCFF376CCP	556876	ENCODE Processing Pipeline	ac288300349dfa9942766d596d5718b4	https://www.encodeproject.org/files/ENCFF837AYQ/@@download/ENCFF837AYQ.bed.gz	hg19			released				
ENCFF898XAX	bed narrowPeak	peaks	ENCSR254AGA	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap					1							ENCFF619DXL, ENCFF992CZQ	559542	ENCODE Processing Pipeline	c9acfa4c94bcd47cb97c557a13c12c03	https://www.encodeproject.org/files/ENCFF898XAX/@@download/ENCFF898XAX.bed.gz	GRCh38			released				
ENCFF885UDD	bed narrowPeak	peaks	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	fetal	unknown, male	Homo sapiens							DNA					2015-08-31	ENCODE					1							ENCFF796GBO	3865712	John Stamatoyannopoulos, UW	24c985242767a37351f720d155254c2f	https://www.encodeproject.org/files/ENCFF885UDD/@@download/ENCFF885UDD.bed.gz	hg19			archived	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF286WRO	bed narrowPeak	peaks	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	fetal	unknown, male	Homo sapiens							DNA					2015-08-31	ENCODE					2							ENCFF694DST	4016427	John Stamatoyannopoulos, UW	0dc6e177b7bc6f5816e1ddd93cae627a	https://www.encodeproject.org/files/ENCFF286WRO/@@download/ENCFF286WRO.bed.gz	hg19			archived	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF504ZVA	bed narrowPeak	peaks	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	fetal	unknown, male	Homo sapiens							DNA					2015-08-31	ENCODE					1							ENCFF163ZHO, ENCFF517PIY	3446483	ENCODE Processing Pipeline	4227f245c36c8ee8a847dfcb05fd235a	https://www.encodeproject.org/files/ENCFF504ZVA/@@download/ENCFF504ZVA.bed.gz	hg19			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF636PSO	bed narrowPeak	peaks	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	fetal	unknown, male	Homo sapiens							DNA					2015-08-31	ENCODE					2							ENCFF163ZHO, ENCFF962GRL	4086615	ENCODE Processing Pipeline	532560840fff684c54643c03b711faf5	https://www.encodeproject.org/files/ENCFF636PSO/@@download/ENCFF636PSO.bed.gz	hg19			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF287SHD	bed narrowPeak	peaks	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	fetal	unknown, male	Homo sapiens							DNA					2015-08-31	ENCODE					1							ENCFF723NHL, ENCFF992CZQ	3460844	ENCODE Processing Pipeline	f7ee9426657e876758420805088e09b7	https://www.encodeproject.org/files/ENCFF287SHD/@@download/ENCFF287SHD.bed.gz	GRCh38			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF314YMQ	bed narrowPeak	peaks	ENCSR782XFY	DNase-seq	UBERON:0000970	eye	tissue	fetal	unknown, male	Homo sapiens							DNA					2015-08-31	ENCODE					2							ENCFF620XGR, ENCFF992CZQ	4107173	ENCODE Processing Pipeline	add380d8e1fcbbedef66bd2adf57719c	https://www.encodeproject.org/files/ENCFF314YMQ/@@download/ENCFF314YMQ.bed.gz	GRCh38			released	mixed run types	experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF472JEF	bed narrowPeak	peaks	ENCSR229PFU	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-07-20	ENCODE					1		36					ENCFF453UUH	1959553	John Stamatoyannopoulos, UW	80b7a0a0a1c284f0fd83467cb9ff4cec	https://www.encodeproject.org/files/ENCFF472JEF/@@download/ENCFF472JEF.bed.gz	hg19			archived		experiment not submitted to GEO	unreplicated experiment	
ENCFF269DOD	bed narrowPeak	peaks	ENCSR229PFU	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-07-20	ENCODE					1							ENCFF163ZHO, ENCFF416ZXU	607526	ENCODE Processing Pipeline	615630fafea0e411b6dc7f447ba4ecc4	https://www.encodeproject.org/files/ENCFF269DOD/@@download/ENCFF269DOD.bed.gz	hg19			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF401ASC	bed narrowPeak	peaks	ENCSR229PFU	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-07-20	ENCODE					1							ENCFF696RTT, ENCFF992CZQ	611766	ENCODE Processing Pipeline	17dfd648ef9cc3c0e35a05d35702db9c	https://www.encodeproject.org/files/ENCFF401ASC/@@download/ENCFF401ASC.bed.gz	GRCh38			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF001UVS	bed narrowPeak	peaks	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE													2429739	Gregory Crawford, Duke	fd88cd947bcd1dedbcac461809165043	https://www.encodeproject.org/files/ENCFF001UVS/@@download/ENCFF001UVS.bed.gz	hg19			archived		biological replicates with identical biosample		
ENCFF545NBD	bed narrowPeak	peaks	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF103VMX, ENCFF163ZHO	138657	ENCODE Processing Pipeline	4bb851675d5df6e64c13250abd9d8008	https://www.encodeproject.org/files/ENCFF545NBD/@@download/ENCFF545NBD.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF176PEG	bed narrowPeak	peaks	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF163ZHO, ENCFF881MBT	384106	ENCODE Processing Pipeline	4752460a1239d31de76d7e8b2f55472d	https://www.encodeproject.org/files/ENCFF176PEG/@@download/ENCFF176PEG.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF660BCW	bed narrowPeak	peaks	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF163ZHO, ENCFF265EZP	622157	ENCODE Processing Pipeline	52b70d90ee2c936da310d6a663b1c35e	https://www.encodeproject.org/files/ENCFF660BCW/@@download/ENCFF660BCW.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF132XNM	bed narrowPeak	peaks	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF356ZRZ, ENCFF992CZQ	138146	ENCODE Processing Pipeline	004e5bfb5a7c3bda1c7187c1fa7915f3	https://www.encodeproject.org/files/ENCFF132XNM/@@download/ENCFF132XNM.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF906RBL	bed narrowPeak	peaks	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF049UVI, ENCFF992CZQ	381766	ENCODE Processing Pipeline	9716fafedabf0085a72872cb526654de	https://www.encodeproject.org/files/ENCFF906RBL/@@download/ENCFF906RBL.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF364EJW	bed narrowPeak	peaks	ENCSR000EJT	DNase-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF895OCE, ENCFF992CZQ	617279	ENCODE Processing Pipeline	8729d5ddc48d550df6efc35db148b3bf	https://www.encodeproject.org/files/ENCFF364EJW/@@download/ENCFF364EJW.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF818LXA	bed narrowPeak	peaks	ENCSR914PJE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-11-02	ENCODE					1		36					ENCFF826CNG	1660691	John Stamatoyannopoulos, UW	a881769f80f03e904fed6064b658523e	https://www.encodeproject.org/files/ENCFF818LXA/@@download/ENCFF818LXA.bed.gz	hg19			archived		experiment not submitted to GEO	unreplicated experiment	
ENCFF765OUX	bed narrowPeak	peaks	ENCSR914PJE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-11-02	ENCODE					1							ENCFF163ZHO, ENCFF350AUV	606172	ENCODE Processing Pipeline	7fab313a568ef508ddb7e0f563596c4b	https://www.encodeproject.org/files/ENCFF765OUX/@@download/ENCFF765OUX.bed.gz	hg19			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF178WJX	bed narrowPeak	peaks	ENCSR914PJE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-11-02	ENCODE					1							ENCFF467RWP, ENCFF992CZQ	610752	ENCODE Processing Pipeline	a02a04c2288cfcb717ce86768c64ecac	https://www.encodeproject.org/files/ENCFF178WJX/@@download/ENCFF178WJX.bed.gz	GRCh38			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF398CHC	bed narrowPeak	peaks	ENCSR518HJD	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-11-02	ENCODE					1		36					ENCFF876IVR	2187316	John Stamatoyannopoulos, UW	36247e49328edb651fa85ccda0919e25	https://www.encodeproject.org/files/ENCFF398CHC/@@download/ENCFF398CHC.bed.gz	hg19			archived		experiment not submitted to GEO	unreplicated experiment	
ENCFF853BUG	bed narrowPeak	peaks	ENCSR518HJD	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-11-02	ENCODE					1							ENCFF041FON, ENCFF163ZHO	778524	ENCODE Processing Pipeline	3bee63731c90e8801c2669e09ffcd56d	https://www.encodeproject.org/files/ENCFF853BUG/@@download/ENCFF853BUG.bed.gz	hg19			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF496LNU	bed narrowPeak	peaks	ENCSR518HJD	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-11-02	ENCODE					1							ENCFF737WIH, ENCFF992CZQ	783968	ENCODE Processing Pipeline	18439d94a94b80a461f04830f4abfbaf	https://www.encodeproject.org/files/ENCFF496LNU/@@download/ENCFF496LNU.bed.gz	GRCh38			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF395XJV	bed narrowPeak	peaks	ENCSR274JIR	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-05-11	ENCODE					1		36					ENCFF997BFR	1697972	John Stamatoyannopoulos, UW	279e20e247ebae9cf426ac008bc1c29a	https://www.encodeproject.org/files/ENCFF395XJV/@@download/ENCFF395XJV.bed.gz	hg19			archived		experiment not submitted to GEO	unreplicated experiment	
ENCFF840VEA	bed narrowPeak	peaks	ENCSR274JIR	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-05-11	ENCODE					1							ENCFF163ZHO, ENCFF832ZSY	563511	ENCODE Processing Pipeline	6157e2f7cb7660425e32b82cb2910f25	https://www.encodeproject.org/files/ENCFF840VEA/@@download/ENCFF840VEA.bed.gz	hg19			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF126JOS	bed narrowPeak	peaks	ENCSR274JIR	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2016-05-11	ENCODE					1							ENCFF385FBG, ENCFF992CZQ	567855	ENCODE Processing Pipeline	a6dd83b35742f0fc74101fb90dfaea4f	https://www.encodeproject.org/files/ENCFF126JOS/@@download/ENCFF126JOS.bed.gz	GRCh38			released		experiment not submitted to GEO	unreplicated experiment	
ENCFF498EKH	bed narrowPeak	peaks	ENCSR592DQC	DNase-seq	UBERON:0001159	sigmoid colon	tissue	adult	male	Homo sapiens							DNA					2016-08-10	ENCODE					1		36					ENCFF866GLZ	2196867	John Stamatoyannopoulos, UW	78215abd039fa9d6827dae4717844155	https://www.encodeproject.org/files/ENCFF498EKH/@@download/ENCFF498EKH.bed.gz	hg19			archived	inconsistent platforms	experiment not submitted to GEO		
ENCFF693FUF	bed narrowPeak	peaks	ENCSR592DQC	DNase-seq	UBERON:0001159	sigmoid colon	tissue	adult	male	Homo sapiens							DNA					2016-08-10	ENCODE					1							ENCFF163ZHO, ENCFF429KDB	575503	ENCODE Processing Pipeline	26179bbb08d368a827d9e8ed8b2075b2	https://www.encodeproject.org/files/ENCFF693FUF/@@download/ENCFF693FUF.bed.gz	hg19			released	inconsistent platforms	experiment not submitted to GEO		
ENCFF225PNT	bed narrowPeak	peaks	ENCSR592DQC	DNase-seq	UBERON:0001159	sigmoid colon	tissue	adult	male	Homo sapiens							DNA					2016-08-10	ENCODE					1							ENCFF448JTE, ENCFF992CZQ	580258	ENCODE Processing Pipeline	c6ca3d9991a5872f8eb940f554be8b0f	https://www.encodeproject.org/files/ENCFF225PNT/@@download/ENCFF225PNT.bed.gz	GRCh38			released	inconsistent platforms	experiment not submitted to GEO		
ENCFF001UVC	bed narrowPeak	peaks	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE													2153050	Gregory Crawford, Duke	4e87ffa1c16612939f7bf43ca2fee5e6	https://www.encodeproject.org/files/ENCFF001UVC/@@download/ENCFF001UVC.bed.gz	hg19			archived		biological replicates with identical biosample		
ENCFF323SNU	bed narrowPeak	peaks	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF163ZHO, ENCFF199JZU	912544	ENCODE Processing Pipeline	0456cc8a8f3de86b35973d9ed58b4ae4	https://www.encodeproject.org/files/ENCFF323SNU/@@download/ENCFF323SNU.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF471PUH	bed narrowPeak	peaks	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF110BCS, ENCFF163ZHO	773043	ENCODE Processing Pipeline	3e9c7f615ff72276d79e679c863e77cc	https://www.encodeproject.org/files/ENCFF471PUH/@@download/ENCFF471PUH.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF125VVN	bed narrowPeak	peaks	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF163ZHO, ENCFF498MBQ	933868	ENCODE Processing Pipeline	0eefd41ab5cf4f28e0f8b5f82b07ea19	https://www.encodeproject.org/files/ENCFF125VVN/@@download/ENCFF125VVN.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF080SKN	bed narrowPeak	peaks	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF598UDX, ENCFF992CZQ	889182	ENCODE Processing Pipeline	0500072dcff718531e034a701147c345	https://www.encodeproject.org/files/ENCFF080SKN/@@download/ENCFF080SKN.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF580KJW	bed narrowPeak	peaks	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF266QYK, ENCFF992CZQ	749881	ENCODE Processing Pipeline	558db585b053f0157f8c6e4f10321535	https://www.encodeproject.org/files/ENCFF580KJW/@@download/ENCFF580KJW.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF407VFU	bed narrowPeak	peaks	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF393EUL, ENCFF992CZQ	920381	ENCODE Processing Pipeline	f4aebdee9bd255ea7fcef75124e1ce19	https://www.encodeproject.org/files/ENCFF407VFU/@@download/ENCFF407VFU.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF001SSA	bed narrowPeak	peaks	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	adult	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					1, 2							ENCFF001CEF, ENCFF001ECO, ENCFF001ECP	1975011	John Stamatoyannopoulos, UW	2e8c951563510b7570efad330797e360	https://www.encodeproject.org/files/ENCFF001SSA/@@download/ENCFF001SSA.bed.gz	hg19			released	inconsistent platforms			
ENCFF001WCA	bed narrowPeak	peaks	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	adult	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					1, 2							ENCFF001CEF	3293689	John Stamatoyannopoulos, UW	cc827a70dd31295f6b968923fb80f50c	https://www.encodeproject.org/files/ENCFF001WCA/@@download/ENCFF001WCA.bed.gz	hg19			released	inconsistent platforms			
ENCFF001WRM	bed narrowPeak	peaks	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	adult	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					2							ENCFF001ECP	2035213	John Stamatoyannopoulos, UW	1388768d89e3b739c26de0d7a1e81940	https://www.encodeproject.org/files/ENCFF001WRM/@@download/ENCFF001WRM.bed.gz	hg19			released	inconsistent platforms			
ENCFF001WRL	bed narrowPeak	peaks	ENCSR000EPR	DNase-seq	CL:0002553	fibroblast of lung	primary cell	adult	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE					1							ENCFF001ECO	2364430	John Stamatoyannopoulos, UW	451d419f33ff5fc2d4830d712eb23128	https://www.encodeproject.org/files/ENCFF001WRL/@@download/ENCFF001WRL.bed.gz	hg19			released	inconsistent platforms			
ENCFF001UWI	bed narrowPeak	peaks	ENCSR000EKJ	DNase-seq	EFO:0004905	induced pluripotent stem cell	induced pluripotent stem cell line	adult	male	Homo sapiens							DNA		see document	see document		2012-03-28	ENCODE													2378327	Gregory Crawford, Duke	45d6448c9f885fb5d23294fe108df626	https://www.encodeproject.org/files/ENCFF001UWI/@@download/ENCFF001UWI.bed.gz	hg19			released	mixed read lengths	biological replicates with identical biosample		
ENCFF001SOP	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE													1080594	Gregory Crawford, Duke	13cce93dee693c2c9b930fa2f6bd6cc2	https://www.encodeproject.org/files/ENCFF001SOP/@@download/ENCFF001SOP.bed.gz	hg19			archived		biological replicates with identical biosample		
ENCFF001UVH	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE													1832605	Gregory Crawford, Duke	1167e17f1af02b2f7fa7eaf8404ce6a5	https://www.encodeproject.org/files/ENCFF001UVH/@@download/ENCFF001UVH.bed.gz	hg19			archived		biological replicates with identical biosample		
ENCFF397ZAD	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF163ZHO, ENCFF852MSZ	319669	ENCODE Processing Pipeline	a457b7748e00deb16708bc729513954d	https://www.encodeproject.org/files/ENCFF397ZAD/@@download/ENCFF397ZAD.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF394REO	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF091PCH, ENCFF163ZHO	117981	ENCODE Processing Pipeline	758178014a41d36635cabb02fcb8c229	https://www.encodeproject.org/files/ENCFF394REO/@@download/ENCFF394REO.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF833XCB	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF163ZHO, ENCFF685OET	267280	ENCODE Processing Pipeline	3a8508624a1142e2d4ddfb0bf15a44e5	https://www.encodeproject.org/files/ENCFF833XCB/@@download/ENCFF833XCB.bed.gz	hg19			released		biological replicates with identical biosample		
ENCFF340KIR	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					1							ENCFF908DNU, ENCFF992CZQ	314205	ENCODE Processing Pipeline	3be748129496193ab6fed93888ef5b97	https://www.encodeproject.org/files/ENCFF340KIR/@@download/ENCFF340KIR.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF943VYE	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					2							ENCFF760JFE, ENCFF992CZQ	113873	ENCODE Processing Pipeline	56bf23c392b78901f269828a2e5cdf6d	https://www.encodeproject.org/files/ENCFF943VYE/@@download/ENCFF943VYE.bed.gz	GRCh38			released		biological replicates with identical biosample		
ENCFF779SVL	bed narrowPeak	peaks	ENCSR000EJI	DNase-seq	EFO:0002787	GM18507	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE					3							ENCFF950ZPA, ENCFF992CZQ	260555	ENCODE Processing Pipeline	3320303b754a5cb241098304d467a2a8	https://www.encodeproject.org/files/ENCFF779SVL/@@download/ENCFF779SVL.bed.gz	GRCh38			released		biological replicates with identical biosample		
